,CustomerID,Recency,RecencyCluster,Freq,FreqCluster,UnitPrice,MVCluster,Score,RFMSegment
0,17850.0,301,0,312,2,1224.5099999999982,2,4,Med
1,13047.0,31,2,196,2,798.3000000000001,2,6,High
2,13748.0,95,1,28,2,111.90000000000002,0,3,Low
3,15100.0,329,0,6,2,65.7,2,4,Med
4,15291.0,25,2,109,2,551.1699999999997,2,6,High
5,14688.0,7,2,359,2,753.2000000000005,2,6,High
6,17809.0,15,2,64,2,897.1900000000004,2,6,High
7,15311.0,0,2,2491,2,6267.749999999932,2,6,High
8,14527.0,2,2,1011,2,5996.63999999995,2,6,High
9,16098.0,87,2,67,2,296.4499999999999,2,6,High
10,18074.0,373,0,13,2,62.150000000000006,2,4,Med
11,17420.0,49,2,30,2,116.43999999999998,2,6,High
12,16029.0,38,2,274,2,24111.140000000065,2,6,High
13,16250.0,260,0,24,2,74.12,2,4,Med
14,17511.0,2,2,1076,2,2607.079999999996,2,6,High
15,17548.0,217,1,17,2,33.57,2,5,High
16,13705.0,7,2,28,2,213.04,2,6,High
17,13747.0,373,0,1,2,9.95,2,4,Med
18,13408.0,1,2,501,2,1614.4999999999995,2,6,High
19,13767.0,1,2,399,2,1495.380000000002,2,6,High
20,17924.0,0,2,38,2,131.00000000000003,2,6,High
21,13448.0,16,2,199,2,635.4800000000001,2,6,High
22,15862.0,7,2,147,2,402.46999999999974,2,6,High
23,15513.0,30,2,314,2,1294.4800000000027,2,6,High
24,16218.0,29,2,90,2,157.63000000000002,2,6,High
25,14045.0,108,1,6,2,25.4,2,5,High
26,14307.0,88,2,180,2,447.55999999999943,2,6,High
27,17908.0,373,0,58,2,155.0099999999999,2,4,Med
28,17920.0,3,2,696,2,1623.7500000000045,2,6,High
29,12838.0,33,2,123,2,285.3299999999999,2,6,High
30,13255.0,3,2,14,2,67.42999999999999,2,6,High
31,16583.0,373,0,14,2,35.900000000000006,2,4,Med
32,18085.0,329,0,29,2,82.50000000000003,2,4,Med
33,13758.0,11,2,117,2,384.68999999999977,2,6,High
34,13694.0,3,2,585,2,1163.8099999999995,2,6,High
35,15983.0,21,2,113,2,237.3999999999999,2,6,High
36,14849.0,21,2,392,2,954.7800000000008,2,6,High
37,17968.0,373,0,85,2,163.97999999999988,2,4,Med
38,16210.0,1,2,123,2,462.1899999999998,2,6,High
39,17897.0,172,1,115,2,355.3599999999999,2,5,High
40,17377.0,23,2,419,2,1263.550000000002,2,6,High
41,16552.0,242,0,17,2,69.86999999999999,2,4,Med
42,17181.0,56,2,23,2,69.91,2,6,High
43,17951.0,39,2,21,2,47.12000000000001,2,6,High
44,14729.0,373,0,71,2,153.29999999999998,2,4,Med
45,12748.0,0,2,4641,2,15115.600000000153,2,6,High
46,15012.0,53,2,128,2,334.52999999999963,2,6,High
47,12868.0,185,1,107,2,279.44999999999976,2,5,High
48,17572.0,70,2,12,2,37.900000000000006,2,6,High
49,14078.0,101,1,65,2,174.23000000000005,2,5,High
50,14001.0,45,2,40,2,142.16000000000005,2,6,High
51,15525.0,1,2,180,2,496.07999999999936,2,6,High
52,14237.0,372,0,9,2,64.1,2,4,Med
53,17905.0,70,2,34,2,128.99000000000004,2,6,High
54,15485.0,29,2,86,2,273.61999999999983,2,6,High
55,16955.0,184,1,26,2,106.21000000000001,2,5,High
56,15350.0,372,0,5,2,13.350000000000001,2,4,Med
57,15605.0,35,2,67,2,307.41999999999985,2,6,High
58,18144.0,7,2,43,2,190.51,2,6,High
59,15922.0,371,0,12,2,51.45,2,4,Med
60,14594.0,6,2,53,2,177.51000000000002,2,6,High
61,15165.0,372,0,27,2,134.65,2,4,Med
62,16456.0,98,1,111,2,236.2400000000001,2,5,High
63,17841.0,1,2,7983,2,20333.180000000346,2,6,High
64,17346.0,3,2,503,2,1216.4200000000008,2,6,High
65,17643.0,372,0,8,2,32.15,2,4,Med
66,17873.0,79,2,46,2,210.31999999999996,2,6,High
67,13093.0,266,0,170,2,583.5099999999994,2,4,Med
68,12921.0,3,2,741,2,1772.0400000000066,2,6,High
69,13468.0,1,2,306,2,1266.6200000000022,2,6,High
70,17760.0,21,2,25,2,56.790000000000006,2,6,High
71,16928.0,79,2,213,2,428.52999999999923,2,6,High
72,16048.0,85,2,9,2,25.72,2,6,High
73,16274.0,372,0,67,2,286.5999999999998,2,4,Med
74,14496.0,311,0,19,2,107.43,2,4,Med
75,14696.0,3,2,133,2,327.2799999999997,2,6,High
76,16539.0,2,2,45,2,175.20000000000005,2,6,High
77,17025.0,60,2,9,2,18.06,2,6,High
78,13777.0,0,2,219,2,520.7400000000002,2,6,High
79,17690.0,29,2,258,2,1464.0900000000017,2,6,High
80,12947.0,143,1,103,2,438.96999999999946,2,5,High
81,17460.0,78,2,37,2,165.41,2,6,High
82,18229.0,11,2,164,2,758.759999999999,2,6,High
83,14142.0,372,0,22,2,38.95,2,4,Med
84,17069.0,27,2,154,2,428.7299999999995,2,6,High
85,13065.0,372,0,14,2,73.11000000000001,2,4,Med
86,14606.0,0,2,2782,2,7839.01999999993,2,6,High
87,16835.0,127,1,10,2,42.96999999999999,2,5,High
88,15235.0,217,1,143,2,427.6499999999996,2,5,High
89,13576.0,9,2,130,2,416.8499999999997,2,6,High
90,18011.0,372,0,28,2,66.10999999999999,2,4,Med
91,13090.0,8,2,161,2,722.19,2,6,High
92,15694.0,0,2,79,2,372.09,2,6,High
93,14741.0,11,2,59,2,153.57999999999993,2,6,High
94,13715.0,280,0,108,2,251.34999999999994,2,4,Med
95,14092.0,7,2,217,2,593.6199999999998,2,6,High
96,17732.0,372,0,18,2,89.09000000000002,2,4,Med
97,12855.0,372,0,3,2,4.65,2,4,Med
98,15752.0,39,2,412,2,722.0400000000008,2,6,High
99,17855.0,372,0,17,2,30.02,2,4,Med
100,14047.0,8,2,34,2,164.03,2,6,High
101,17925.0,372,0,1,2,3.39,2,4,Med
102,13941.0,21,2,47,2,181.67999999999995,2,6,High
103,17017.0,2,2,268,2,461.1999999999995,2,6,High
104,14135.0,1,2,134,2,331.3099999999997,2,6,High
105,13108.0,372,0,10,2,17.520000000000003,2,4,Med
106,15601.0,10,2,414,2,1126.6500000000005,2,6,High
107,13418.0,11,2,314,2,925.9399999999993,2,6,High
108,14766.0,7,2,137,2,374.30999999999955,2,6,High
109,15658.0,189,1,56,2,358.04999999999984,2,5,High
110,14388.0,8,2,191,2,532.9099999999995,2,6,High
111,14901.0,10,2,98,2,308.1399999999998,2,6,High
112,18041.0,11,2,474,2,934.1700000000012,2,6,High
113,15955.0,23,2,185,2,530.0699999999995,2,6,High
114,15070.0,372,0,1,2,2.95,2,4,Med
115,16244.0,211,1,91,2,233.6199999999999,2,5,High
116,15111.0,28,2,84,2,309.3199999999999,2,6,High
117,14390.0,9,2,291,2,912.1900000000013,2,6,High
118,16546.0,290,0,31,2,53.030000000000015,2,4,Med
119,15260.0,99,1,78,2,268.3099999999999,2,5,High
120,13305.0,3,2,81,2,272.32999999999987,2,6,High
121,14491.0,174,1,17,2,77.22,2,5,High
122,14060.0,4,2,203,2,291.43999999999966,2,6,High
123,15923.0,372,0,21,2,59.110000000000014,2,4,Med
124,16752.0,372,0,9,2,122.35000000000002,2,4,Med
125,17287.0,25,2,124,2,393.3999999999997,2,6,High
126,15363.0,240,0,17,2,55.75000000000001,2,4,Med
127,12915.0,148,1,22,2,149.35,2,5,High
128,15544.0,8,2,261,2,416.3299999999996,2,6,High
129,15738.0,18,2,176,2,372.81999999999994,2,6,High
130,16042.0,21,2,75,2,235.4699999999999,2,6,High
131,17381.0,8,2,110,2,146.60999999999999,2,6,High
132,15827.0,72,2,134,2,629.8700000000002,2,6,High
133,14180.0,10,2,248,2,2332.4900000000016,2,6,High
134,13117.0,21,2,76,2,185.0099999999998,2,6,High
135,16916.0,23,2,143,2,317.5199999999999,2,6,High
136,17964.0,31,2,104,2,278.74,2,6,High
137,14466.0,28,2,72,2,273.14999999999986,2,6,High
138,17235.0,24,2,29,2,92.20000000000002,2,6,High
139,16510.0,371,0,13,2,69.5,2,4,Med
140,17802.0,81,2,147,2,342.04999999999995,2,6,High
141,15107.0,310,0,19,2,118.69,2,4,Med
142,17976.0,371,0,65,2,229.5799999999999,2,4,Med
143,14449.0,18,2,258,2,427.65999999999906,2,6,High
144,15838.0,10,2,169,2,335.8600000000001,2,6,High
145,16781.0,364,0,19,2,101.75000000000001,2,4,Med
146,17547.0,371,0,2,2,5.9,2,4,Med
147,13491.0,51,2,86,2,289.9999999999997,2,6,High
148,16186.0,22,2,219,2,402.15999999999974,2,6,High
149,17685.0,16,2,130,2,260.1199999999999,2,6,High
150,17581.0,0,2,452,2,1600.539999999997,2,6,High
151,15732.0,211,1,14,2,26.47,2,5,High
152,13138.0,21,2,63,2,177.7599999999999,2,6,High
153,15823.0,336,0,17,2,85.19000000000001,2,4,Med
154,17567.0,6,2,177,2,417.2700000000003,2,6,High
155,15061.0,3,2,410,2,1043.8400000000004,2,6,High
156,16203.0,58,2,36,2,104.4,2,6,High
157,15640.0,3,2,495,2,1421.2900000000006,2,6,High
158,15574.0,177,1,168,2,422.7499999999997,2,5,High
159,16770.0,57,2,146,2,333.81999999999994,2,6,High
160,17838.0,26,2,137,2,484.65000000000015,2,6,High
161,17228.0,15,2,208,2,359.1399999999996,2,6,High
162,14829.0,28,2,45,2,98.00000000000003,2,6,High
163,17412.0,2,2,66,2,179.5900000000001,2,6,High
164,14031.0,6,2,258,2,1185.2200000000023,2,6,High
165,14775.0,57,2,60,2,63.109999999999985,2,6,High
166,12971.0,3,2,308,2,714.8500000000012,2,6,High
167,15834.0,69,2,276,2,1249.87,2,6,High
168,17659.0,3,2,161,2,651.3900000000001,2,6,High
169,15299.0,66,2,12,2,1337.8799999999999,2,6,High
170,15646.0,157,1,36,2,105.75000000000003,2,5,High
171,13958.0,371,0,5,2,38.95,2,4,Med
172,14443.0,53,2,98,2,247.20999999999998,2,6,High
173,16995.0,371,0,1,2,1.25,2,4,Med
174,13402.0,126,1,39,2,77.21,2,5,High
175,18168.0,175,1,140,2,460.7299999999995,2,5,High
176,17757.0,0,2,742,2,2041.780000000005,2,6,High
177,14625.0,184,1,57,2,285.34,2,5,High
178,13011.0,371,0,3,2,12.65,2,4,Med
179,13798.0,0,2,439,2,907.6599999999985,2,6,High
180,15384.0,169,1,43,2,82.13000000000001,2,5,High
181,14264.0,154,1,19,2,124.54000000000002,2,5,High
182,13295.0,359,0,11,2,38.15,2,4,Med
183,16754.0,371,0,2,2,1.24,2,4,Med
184,16634.0,222,1,9,2,40.55,2,5,High
185,18239.0,218,1,88,2,252.72999999999976,2,5,High
186,14576.0,371,0,1,2,2.95,2,4,Med
187,13145.0,39,2,7,2,311.51,2,6,High
188,14395.0,1,2,353,2,1003.320000000002,2,6,High
189,14865.0,6,2,4,2,2.61,2,6,High
190,15093.0,17,2,112,2,315.45999999999975,2,6,High
191,16150.0,38,2,136,2,422.5899999999997,2,6,High
192,17552.0,42,2,51,2,116.26000000000005,2,6,High
193,14236.0,80,2,15,2,30.980000000000004,2,6,High
194,17961.0,20,2,249,2,814.7900000000005,2,6,High
195,14573.0,179,1,241,2,1091.490000000002,2,5,High
196,17135.0,15,2,52,2,262.13,2,6,High
197,17396.0,38,2,27,2,119.24,2,6,High
198,14213.0,371,0,5,2,24.45,2,4,Med
199,12967.0,2,2,33,2,189.59,2,6,High
200,14679.0,371,0,1,2,2.55,2,4,Med
201,15240.0,44,2,83,2,214.04,2,6,High
202,18225.0,2,2,286,2,763.6500000000021,2,6,High
203,13370.0,365,0,44,2,166.18999999999997,2,4,Med
